date,Payweek,Weekends,Holidays,Festival,Day_of_Month,Day_of_Week,Week_YearWise,Week_QuarterWise
2017-04-08,0,1,0,0,8,7,14,2
2017-04-09,0,0,0,0,9,1,15,3
2017-04-10,0,0,0,0,10,2,15,3
2017-04-11,0,0,0,0,11,3,15,3
2017-04-12,0,0,0,0,12,4,15,3
2017-04-13,0,1,0,0,13,5,15,3
2017-04-14,0,1,0,0,14,6,15,3
2017-04-15,0,1,0,0,15,7,15,3
2017-04-16,0,0,0,0,16,1,16,4
2017-04-17,0,0,0,0,17,2,16,4
2017-04-18,0,0,0,0,18,3,16,4
2017-04-19,0,0,0,0,19,4,16,4
2017-04-20,0,1,0,0,20,5,16,4
2017-04-21,0,1,0,0,21,6,16,4
2017-04-22,0,1,0,0,22,7,16,4
2017-04-23,0,0,1,0,23,1,17,5
2017-04-24,0,0,0,0,24,2,17,5
2017-04-25,1,0,0,0,25,3,17,5
2017-04-26,1,0,0,0,26,4,17,5
2017-04-27,1,1,0,0,27,5,17,5
2017-04-28,1,1,0,0,28,6,17,5
2017-04-29,1,1,0,0,29,7,17,5
2017-04-30,1,0,0,0,30,1,18,6
2017-05-01,1,0,0,0,1,2,18,6
2017-05-02,1,0,0,0,2,3,18,6
2017-05-03,0,0,0,0,3,4,18,6
2017-05-04,0,1,0,0,4,5,18,6
2017-05-05,0,1,0,0,5,6,18,6
2017-05-06,0,1,0,0,6,7,18,6
2017-05-07,0,0,0,0,7,1,19,7
2017-05-08,0,0,0,0,8,2,19,7
2017-05-09,0,0,0,0,9,3,19,7
2017-05-10,0,0,0,0,10,4,19,7
2017-05-11,0,1,0,0,11,5,19,7
2017-05-12,0,1,0,0,12,6,19,7
2017-05-13,0,1,0,0,13,7,19,7
2017-05-14,0,0,0,0,14,1,20,8
2017-05-15,0,0,0,0,15,2,20,8
2017-05-16,0,0,0,0,16,3,20,8
2017-05-17,0,0,0,0,17,4,20,8
2017-05-18,0,1,0,0,18,5,20,8
2017-05-19,0,1,0,0,19,6,20,8
2017-05-20,0,1,0,0,20,7,20,8
2017-05-21,0,0,0,0,21,1,21,9
2017-05-22,0,0,0,0,22,2,21,9
2017-05-23,0,0,0,0,23,3,21,9
2017-05-24,0,0,0,0,24,4,21,9
2017-05-25,1,1,0,0,25,5,21,9
2017-05-26,1,1,0,0,26,6,21,9
2017-05-27,1,1,0,1,27,7,21,9
2017-05-28,1,0,0,1,28,1,22,10
2017-05-29,1,0,0,1,29,2,22,10
2017-05-30,1,0,0,1,30,3,22,10
2017-05-31,1,0,0,1,31,4,22,10
2017-06-01,1,1,0,1,1,5,22,10
2017-06-02,1,1,0,1,2,6,22,10
2017-06-03,0,1,0,1,3,7,22,10
2017-06-04,0,0,0,1,4,1,23,11
2017-06-05,0,0,0,1,5,2,23,11
2017-06-06,0,0,0,1,6,3,23,11
2017-06-07,0,0,0,1,7,4,23,11
2017-06-08,0,1,0,1,8,5,23,11
2017-06-09,0,1,0,1,9,6,23,11
2017-06-10,0,1,0,1,10,7,23,11
2017-06-11,0,0,0,1,11,1,24,12
2017-06-12,0,0,0,1,12,2,24,12
2017-06-13,0,0,0,1,13,3,24,12
2017-06-14,0,0,0,1,14,4,24,12
2017-06-15,0,1,0,1,15,5,24,12
2017-06-16,0,1,0,1,16,6,24,12
2017-06-17,0,1,0,1,17,7,24,12
2017-06-18,0,0,0,1,18,1,25,13
2017-06-19,0,0,0,1,19,2,25,13
2017-06-20,0,0,0,1,20,3,25,13
2017-06-21,0,0,0,1,21,4,25,13
2017-06-22,0,1,0,1,22,5,25,13
2017-06-23,0,1,0,1,23,6,25,13
2017-06-24,0,1,0,1,24,7,25,13
2017-06-25,1,0,1,1,25,1,26,14
2017-06-26,1,0,0,0,26,2,26,14
2017-06-27,1,0,1,1,27,3,26,14
2017-06-28,1,0,1,1,28,4,26,14
2017-06-29,1,1,0,0,29,5,26,14
2017-06-30,1,1,0,0,30,6,26,14
2017-07-01,1,1,0,0,1,7,26,1
2017-07-02,1,0,0,0,2,1,27,2
2017-07-03,0,0,0,0,3,2,27,2
2017-07-04,0,0,0,0,4,3,27,2
2017-07-05,0,0,0,0,5,4,27,2
2017-07-06,0,1,0,0,6,5,27,2
2017-07-07,0,1,0,0,7,6,27,2
2017-07-08,0,1,0,0,8,7,27,2
2017-07-09,0,0,0,0,9,1,28,3
2017-07-10,0,0,0,0,10,2,28,3
2017-07-11,0,0,0,0,11,3,28,3
2017-07-12,0,0,0,0,12,4,28,3
2017-07-13,0,1,0,0,13,5,28,3
2017-07-14,0,1,0,0,14,6,28,3
2017-07-15,0,1,0,0,15,7,28,3
2017-07-16,0,0,0,0,16,1,29,4
2017-07-17,0,0,0,0,17,2,29,4
2017-07-18,0,0,0,0,18,3,29,4
2017-07-19,0,0,0,0,19,4,29,4
2017-07-20,0,1,0,0,20,5,29,4
2017-07-21,0,1,0,0,21,6,29,4
2017-07-22,0,1,0,0,22,7,29,4
2017-07-23,0,0,0,0,23,1,30,5
2017-07-24,0,0,0,0,24,2,30,5
2017-07-25,1,0,0,0,25,3,30,5
2017-07-26,1,0,0,0,26,4,30,5
2017-07-27,1,1,0,0,27,5,30,5
2017-07-28,1,1,0,0,28,6,30,5
2017-07-29,1,1,0,0,29,7,30,5
2017-07-30,1,0,0,0,30,1,31,6
2017-07-31,1,0,0,0,31,2,31,6
2017-08-01,1,0,0,0,1,3,31,6
2017-08-02,1,0,0,0,2,4,31,6
2017-08-03,0,1,0,0,3,5,31,6
2017-08-04,0,1,0,0,4,6,31,6
2017-08-05,0,1,0,0,5,7,31,6
2017-08-06,0,0,0,0,6,1,32,7
2017-08-07,0,0,0,0,7,2,32,7
2017-08-08,0,0,0,0,8,3,32,7
2017-08-09,0,0,0,0,9,4,32,7
2017-08-10,0,1,0,0,10,5,32,7
2017-08-11,0,1,0,0,11,6,32,7
2017-08-12,0,1,0,0,12,7,32,7
2017-08-13,0,0,0,0,13,1,33,8
2017-08-14,0,0,0,0,14,2,33,8
2017-08-15,0,0,0,0,15,3,33,8
2017-08-16,0,0,0,0,16,4,33,8
2017-08-17,0,1,0,0,17,5,33,8
2017-08-18,0,1,0,0,18,6,33,8
2017-08-19,0,1,0,0,19,7,33,8
2017-08-20,0,0,0,0,20,1,34,9
2017-08-21,0,0,0,0,21,2,34,9
2017-08-22,0,0,0,0,22,3,34,9
2017-08-23,0,0,0,0,23,4,34,9
2017-08-24,0,1,0,0,24,5,34,9
2017-08-25,1,1,0,0,25,6,34,9
2017-08-26,1,1,0,0,26,7,34,9
2017-08-27,1,0,0,0,27,1,35,10
2017-08-28,1,0,0,0,28,2,35,10
2017-08-29,1,0,0,0,29,3,35,10
2017-08-30,1,0,0,0,30,4,35,10
2017-08-31,1,1,1,1,31,5,35,10
2017-09-01,1,1,1,1,1,6,35,10
2017-09-02,1,1,1,1,2,7,35,10
2017-09-03,0,0,1,1,3,1,36,11
2017-09-04,0,0,0,1,4,2,36,11
2017-09-05,0,0,0,1,5,3,36,11
2017-09-06,0,0,0,1,6,4,36,11
2017-09-07,0,1,0,0,7,5,36,11
2017-09-08,0,1,0,0,8,6,36,11
2017-09-09,0,1,0,0,9,7,36,11
2017-09-10,0,0,0,0,10,1,37,12
2017-09-11,0,0,0,0,11,2,37,12
2017-09-12,0,0,0,0,12,3,37,12
2017-09-13,0,0,0,0,13,4,37,12
2017-09-14,0,1,0,0,14,5,37,12
2017-09-15,0,1,0,0,15,6,37,12
2017-09-16,0,1,0,0,16,7,37,12
2017-09-17,0,0,0,0,17,1,38,13
2017-09-18,0,0,0,0,18,2,38,13
2017-09-19,0,0,0,0,19,3,38,13
2017-09-20,0,0,0,0,20,4,38,13
2017-09-21,0,1,1,1,21,5,38,13
2017-09-22,0,1,0,0,22,6,38,13
2017-09-23,0,1,0,0,23,7,38,13
2017-09-24,0,0,0,0,24,1,39,14
2017-09-25,1,0,0,0,25,2,39,14
2017-09-26,1,0,0,0,26,3,39,14
2017-09-27,1,0,0,0,27,4,39,14
2017-09-28,1,1,0,0,28,5,39,14
2017-09-29,1,1,0,0,29,6,39,14
2017-09-30,1,1,0,0,30,7,39,14
2017-10-01,1,0,0,0,1,1,40,1
2017-10-02,1,0,0,0,2,2,40,1
2017-10-03,0,0,0,0,3,3,40,1
2017-10-04,0,0,0,0,4,4,40,1
2017-10-05,0,1,0,0,5,5,40,1
2017-10-06,0,1,0,0,6,6,40,1
2017-10-07,0,1,0,0,7,7,40,1
2017-10-08,0,0,0,0,8,1,41,2
2017-10-09,0,0,0,0,9,2,41,2
2017-10-10,0,0,0,0,10,3,41,2
2017-10-11,0,0,0,0,11,4,41,2
2017-10-12,0,1,0,0,12,5,41,2
2017-10-13,0,1,0,0,13,6,41,2
2017-10-14,0,1,0,0,14,7,41,2
2017-10-15,0,0,0,0,15,1,42,3
2017-10-16,0,0,0,0,16,2,42,3
2017-10-17,0,0,0,0,17,3,42,3
2017-10-18,0,0,0,0,18,4,42,3
2017-10-19,0,1,0,1,19,5,42,3
2017-10-20,0,1,0,0,20,6,42,3
2017-10-21,0,1,0,0,21,7,42,3
2017-10-22,0,0,0,0,22,1,43,4
2017-10-23,0,0,0,0,23,2,43,4
2017-10-24,0,0,0,0,24,3,43,4
2017-10-25,1,0,0,0,25,4,43,4
2017-10-26,1,1,0,0,26,5,43,4
2017-10-27,1,1,0,0,27,6,43,4
2017-10-28,1,1,0,0,28,7,43,4
2017-10-29,1,0,0,0,29,1,44,5
2017-10-30,1,0,0,0,30,2,44,5
2017-10-31,1,0,0,1,31,3,44,5
2017-11-01,1,0,0,0,1,4,44,5
2017-11-02,1,1,0,0,2,5,44,5
2017-11-03,0,1,0,0,3,6,44,5
2017-11-04,0,1,0,0,4,7,44,5
2017-11-05,0,0,0,0,5,1,45,6
2017-11-06,0,0,0,0,6,2,45,6
2017-11-07,0,0,0,0,7,3,45,6
2017-11-08,0,0,0,0,8,4,45,6
2017-11-09,0,1,0,0,9,5,45,6
2017-11-10,0,1,0,0,10,6,45,6
2017-11-11,0,1,0,0,11,7,45,6
2017-11-12,0,0,0,0,12,1,46,7
2017-11-13,0,0,0,0,13,2,46,7
2017-11-14,0,0,0,0,14,3,46,7
2017-11-15,0,0,0,0,15,4,46,7
2017-11-16,0,1,0,0,16,5,46,7
2017-11-17,0,1,0,0,17,6,46,7
2017-11-18,0,1,0,0,18,7,46,7
2017-11-19,0,0,0,0,19,1,47,8
2017-11-20,0,0,0,0,20,2,47,8
2017-11-21,0,0,0,0,21,3,47,8
2017-11-22,0,0,0,0,22,4,47,8
2017-11-23,0,1,0,1,23,5,47,8
2017-11-24,0,1,0,1,24,6,47,8
2017-11-25,1,1,0,0,25,7,47,8
2017-11-26,1,0,0,0,26,1,48,9
2017-11-27,1,0,0,0,27,2,48,9
2017-11-28,1,0,0,0,28,3,48,9
2017-11-29,1,0,0,0,29,4,48,9
2017-11-30,1,1,1,1,30,5,48,9
2017-12-01,1,1,0,0,1,6,48,9
2017-12-02,1,1,1,1,2,7,48,9
2017-12-03,0,0,0,0,3,1,49,10
2017-12-04,0,0,0,0,4,2,49,10
2017-12-05,0,0,0,0,5,3,49,10
2017-12-06,0,0,0,0,6,4,49,10
2017-12-07,0,1,0,0,7,5,49,10
2017-12-08,0,1,0,0,8,6,49,10
2017-12-09,0,1,0,0,9,7,49,10
2017-12-10,0,0,0,0,10,1,50,11
2017-12-11,0,0,0,0,11,2,50,11
2017-12-12,0,0,0,0,12,3,50,11
2017-12-13,0,0,0,0,13,4,50,11
2017-12-14,0,1,0,0,14,5,50,11
2017-12-15,0,1,0,0,15,6,50,11
2017-12-16,0,1,0,0,16,7,50,11
2017-12-17,0,0,0,0,17,1,51,12
2017-12-18,0,0,0,0,18,2,51,12
2017-12-19,0,0,0,0,19,3,51,12
2017-12-20,0,0,0,0,20,4,51,12
2017-12-21,0,1,0,0,21,5,51,12
2017-12-22,0,1,0,0,22,6,51,12
2017-12-23,0,1,0,0,23,7,51,12
2017-12-24,0,0,0,1,24,1,52,13
2017-12-25,1,0,0,1,25,2,52,13
2017-12-26,1,0,0,0,26,3,52,13
2017-12-27,1,0,0,0,27,4,52,13
2017-12-28,1,1,0,0,28,5,52,13
2017-12-29,1,1,0,0,29,6,52,13
2017-12-30,1,1,0,0,30,7,52,13
2017-12-31,1,0,0,1,31,1,53,14
2018-01-01,1,0,1,1,1,2,1,1
2018-01-02,1,0,0,0,2,3,1,1
2018-01-03,0,0,0,0,3,4,1,1
2018-01-04,0,1,0,0,4,5,1,1
2018-01-05,0,1,0,0,5,6,1,1
2018-01-06,0,1,0,0,6,7,1,1
2018-01-07,0,0,0,0,7,1,2,2
2018-01-08,0,0,0,0,8,2,2,2
2018-01-09,0,0,0,0,9,3,2,2
2018-01-10,0,0,0,0,10,4,2,2
2018-01-11,0,1,0,0,11,5,2,2
2018-01-12,0,1,0,0,12,6,2,2
2018-01-13,0,1,0,0,13,7,2,2
2018-01-14,0,0,0,0,14,1,3,3
2018-01-15,0,0,0,0,15,2,3,3
2018-01-16,0,0,0,0,16,3,3,3
2018-01-17,0,0,0,0,17,4,3,3
2018-01-18,0,1,0,0,18,5,3,3
2018-01-19,0,1,0,0,19,6,3,3
2018-01-20,0,1,0,0,20,7,3,3
2018-01-21,0,0,0,0,21,1,4,4
2018-01-22,0,0,0,0,22,2,4,4
2018-01-23,0,0,0,0,23,3,4,4
2018-01-24,0,0,0,0,24,4,4,4
2018-01-25,1,1,0,0,25,5,4,4
2018-01-26,1,1,0,0,26,6,4,4
2018-01-27,1,1,0,0,27,7,4,4
2018-01-28,1,0,0,0,28,1,5,5
2018-01-29,1,0,0,0,29,2,5,5
2018-01-30,1,0,0,0,30,3,5,5
2018-01-31,1,0,0,0,31,4,5,5
2018-02-01,1,1,0,0,1,5,5,5
2018-02-02,1,1,0,0,2,6,5,5
2018-02-03,0,1,0,0,3,7,5,5
2018-02-04,0,0,0,0,4,1,6,6
2018-02-05,0,0,0,0,5,2,6,6
2018-02-06,0,0,0,0,6,3,6,6
2018-02-07,0,0,0,0,7,4,6,6
2018-02-08,0,1,0,0,8,5,6,6
2018-02-09,0,1,0,0,9,6,6,6
2018-02-10,0,1,0,0,10,7,6,6
2018-02-11,0,0,0,0,11,1,7,7
2018-02-12,0,0,0,0,12,2,7,7
2018-02-13,0,0,0,0,13,3,7,7
2018-02-14,0,0,0,0,14,4,7,7
2018-02-15,0,1,0,0,15,5,7,7
2018-02-16,0,1,0,0,16,6,7,7
2018-02-17,0,1,0,0,17,7,7,7
2018-02-18,0,0,0,0,18,1,8,8
2018-02-19,0,0,0,0,19,2,8,8
2018-02-20,0,0,0,0,20,3,8,8
2018-02-21,0,0,0,0,21,4,8,8
2018-02-22,0,1,0,0,22,5,8,8
2018-02-23,0,1,0,0,23,6,8,8
2018-02-24,0,1,0,0,24,7,8,8
2018-02-25,1,0,0,0,25,1,9,9
2018-02-26,1,0,0,0,26,2,9,9
2018-02-27,1,0,0,0,27,3,9,9
2018-02-28,1,0,0,0,28,4,9,9
2018-03-01,1,1,0,0,1,5,9,9
2018-03-02,1,1,0,0,2,6,9,9
2018-03-03,0,1,0,0,3,7,9,9
2018-03-04,0,0,0,0,4,1,10,10
2018-03-05,0,0,0,0,5,2,10,10
2018-03-06,0,0,0,0,6,3,10,10
2018-03-07,0,0,0,0,7,4,10,10
2018-03-08,0,1,0,0,8,5,10,10
2018-03-09,0,1,0,0,9,6,10,10
2018-03-10,0,1,0,0,10,7,10,10
2018-03-11,0,0,0,0,11,1,11,11
2018-03-12,0,0,0,0,12,2,11,11
2018-03-13,0,0,0,0,13,3,11,11
2018-03-14,0,0,0,0,14,4,11,11
2018-03-15,0,1,0,0,15,5,11,11
2018-03-16,0,1,0,0,16,6,11,11
2018-03-17,0,1,0,0,17,7,11,11
2018-03-18,0,0,0,0,18,1,12,12
2018-03-19,0,0,0,0,19,2,12,12
2018-03-20,0,0,0,0,20,3,12,12
2018-03-21,0,0,0,0,21,4,12,12
2018-03-22,0,1,0,0,22,5,12,12
2018-03-23,0,1,0,0,23,6,12,12
2018-03-24,0,1,0,0,24,7,12,12
2018-03-25,1,0,0,0,25,1,13,13
2018-03-26,1,0,0,0,26,2,13,13
2018-03-27,1,0,0,0,27,3,13,13
2018-03-28,1,0,0,0,28,4,13,13
2018-03-29,1,1,0,0,29,5,13,13
2018-03-30,1,1,0,0,30,6,13,13
2018-03-31,1,1,0,0,31,7,13,13
2018-04-01,1,0,0,0,1,1,14,1
2018-04-02,1,0,0,0,2,2,14,1
2018-04-03,0,0,0,0,3,3,14,1
2018-04-04,0,0,0,0,4,4,14,1
2018-04-05,0,1,0,0,5,5,14,1
2018-04-06,0,1,0,0,6,6,14,1
2018-04-07,0,1,0,0,7,7,14,1
2018-04-08,0,0,0,0,8,1,15,2
2018-04-09,0,0,0,0,9,2,15,2
2018-04-10,0,0,0,0,10,3,15,2
2018-04-11,0,0,0,0,11,4,15,2
2018-04-12,0,1,0,0,12,5,15,2
2018-04-13,0,1,1,1,13,6,15,2
2018-04-14,0,1,0,0,14,7,15,2
2018-04-15,0,0,0,0,15,1,16,3
2018-04-16,0,0,0,0,16,2,16,3
2018-04-17,0,0,0,0,17,3,16,3
2018-04-18,0,0,0,0,18,4,16,3
2018-04-19,0,1,0,0,19,5,16,3
2018-04-20,0,1,0,0,20,6,16,3
2018-04-21,0,1,0,0,21,7,16,3
2018-04-22,0,0,0,0,22,1,17,4
2018-04-23,0,0,0,0,23,2,17,4
2018-04-24,0,0,0,0,24,3,17,4
2018-04-25,1,0,0,0,25,4,17,4
2018-04-26,1,1,0,0,26,5,17,4
2018-04-27,1,1,0,0,27,6,17,4
2018-04-28,1,1,0,0,28,7,17,4
2018-04-29,1,0,0,0,29,1,18,5
2018-04-30,1,0,0,0,30,2,18,5
2018-05-01,1,0,0,0,1,3,18,5
2018-05-02,1,0,0,0,2,4,18,5
2018-05-03,0,1,0,0,3,5,18,5
2018-05-04,0,1,0,0,4,6,18,5
2018-05-05,0,1,0,0,5,7,18,5
2018-05-06,0,0,0,0,6,1,19,6
2018-05-07,0,0,0,0,7,2,19,6
2018-05-08,0,0,0,0,8,3,19,6
2018-05-09,0,0,0,0,9,4,19,6
2018-05-10,0,1,0,0,10,5,19,6
2018-05-11,0,1,0,0,11,6,19,6
2018-05-12,0,1,0,0,12,7,19,6
2018-05-13,0,0,0,0,13,1,20,7
2018-05-14,0,0,0,0,14,2,20,7
2018-05-15,0,0,0,1,15,3,20,7
2018-05-16,0,0,0,1,16,4,20,7
2018-05-17,0,1,0,1,17,5,20,7
2018-05-18,0,1,0,1,18,6,20,7
2018-05-19,0,1,0,1,19,7,20,7
2018-05-20,0,0,0,1,20,1,21,8
2018-05-21,0,0,0,1,21,2,21,8
2018-05-22,0,0,0,1,22,3,21,8
2018-05-23,0,0,0,1,23,4,21,8
2018-05-24,0,1,0,1,24,5,21,8
2018-05-25,1,1,0,1,25,6,21,8
2018-05-26,1,1,0,1,26,7,21,8
2018-05-27,1,0,0,1,27,1,22,9
2018-05-28,1,0,0,1,28,2,22,9
2018-05-29,1,0,0,1,29,3,22,9
2018-05-30,1,0,0,1,30,4,22,9
2018-05-31,1,1,0,1,31,5,22,9
2018-06-01,1,1,0,1,1,6,22,9
2018-06-02,1,1,0,1,2,7,22,9
2018-06-03,0,0,0,1,3,1,23,10
2018-06-04,0,0,0,1,4,2,23,10
2018-06-05,0,0,0,1,5,3,23,10
2018-06-06,0,0,0,1,6,4,23,10
2018-06-07,0,1,0,1,7,5,23,10
2018-06-08,0,1,0,1,8,6,23,10
2018-06-09,0,1,0,1,9,7,23,10
2018-06-10,0,0,0,1,10,1,24,11
2018-06-11,0,0,0,1,11,2,24,11
2018-06-12,0,0,0,1,12,3,24,11
2018-06-13,0,0,0,1,13,4,24,11
2018-06-14,0,1,1,1,14,5,24,11
2018-06-15,0,1,1,1,15,6,24,11
2018-06-16,0,1,1,1,16,7,24,11
2018-06-17,0,0,0,0,17,1,25,12
2018-06-18,0,0,0,0,18,2,25,12
2018-06-19,0,0,0,0,19,3,25,12
2018-06-20,0,0,0,0,20,4,25,12
2018-06-21,0,1,0,0,21,5,25,12
2018-06-22,0,1,0,0,22,6,25,12
2018-06-23,0,1,0,0,23,7,25,12
2018-06-24,0,0,0,0,24,1,26,13
2018-06-25,1,0,0,0,25,2,26,13
2018-06-26,1,0,0,0,26,3,26,13
2018-06-27,1,0,0,0,27,4,26,13
2018-06-28,1,1,0,0,28,5,26,13
2018-06-29,1,1,0,0,29,6,26,13
2018-06-30,1,1,0,0,30,7,26,13
2018-07-01,1,0,0,0,1,1,27,1
2018-07-02,1,0,0,0,2,2,27,1
2018-07-03,0,0,0,0,3,3,27,1
2018-07-04,0,0,0,0,4,4,27,1
2018-07-05,0,1,0,0,5,5,27,1
2018-07-06,0,1,0,0,6,6,27,1
2018-07-07,0,1,0,0,7,7,27,1
2018-07-08,0,0,0,0,8,1,28,2
2018-07-09,0,0,0,0,9,2,28,2
2018-07-10,0,0,0,0,10,3,28,2
2018-07-11,0,0,0,0,11,4,28,2
2018-07-12,0,1,0,0,12,5,28,2
2018-07-13,0,1,0,0,13,6,28,2
2018-07-14,0,1,0,0,14,7,28,2
2018-07-15,0,0,0,0,15,1,29,3
2018-07-16,0,0,0,0,16,2,29,3
2018-07-17,0,0,0,0,17,3,29,3
2018-07-18,0,0,0,0,18,4,29,3
2018-07-19,0,1,0,0,19,5,29,3
2018-07-20,0,1,0,0,20,6,29,3
2018-07-21,0,1,0,0,21,7,29,3
2018-07-22,0,0,0,0,22,1,30,4
2018-07-23,0,0,0,0,23,2,30,4
2018-07-24,0,0,0,0,24,3,30,4
2018-07-25,1,0,0,0,25,4,30,4
2018-07-26,1,1,0,0,26,5,30,4
2018-07-27,1,1,0,0,27,6,30,4
2018-07-28,1,1,0,0,28,7,30,4
2018-07-29,1,0,0,0,29,1,31,5
2018-07-30,1,0,0,0,30,2,31,5
2018-07-31,1,0,0,0,31,3,31,5
2018-08-01,1,0,0,0,1,4,31,5
2018-08-02,1,1,0,0,2,5,31,5
2018-08-03,0,1,0,0,3,6,31,5
2018-08-04,0,1,0,0,4,7,31,5
2018-08-05,0,0,0,0,5,1,32,6
2018-08-06,0,0,0,0,6,2,32,6
2018-08-07,0,0,0,0,7,3,32,6
2018-08-08,0,0,0,0,8,4,32,6
2018-08-09,0,1,0,0,9,5,32,6
2018-08-10,0,1,0,0,10,6,32,6
2018-08-11,0,1,0,0,11,7,32,6
2018-08-12,0,0,0,0,12,1,33,7
2018-08-13,0,0,0,0,13,2,33,7
2018-08-14,0,0,0,0,14,3,33,7
2018-08-15,0,0,0,0,15,4,33,7
2018-08-16,0,1,0,0,16,5,33,7
2018-08-17,0,1,0,0,17,6,33,7
2018-08-18,0,1,0,0,18,7,33,7
2018-08-19,0,0,0,0,19,1,34,8
2018-08-20,0,0,1,1,20,2,34,8
2018-08-21,0,0,1,1,21,3,34,8
2018-08-22,0,0,1,1,22,4,34,8
2018-08-23,0,1,1,1,23,5,34,8
2018-08-24,0,1,0,0,24,6,34,8
2018-08-25,1,1,0,0,25,7,34,8
2018-08-26,1,0,0,0,26,1,35,9
2018-08-27,1,0,0,0,27,2,35,9
2018-08-28,1,0,0,0,28,3,35,9
2018-08-29,1,0,0,0,29,4,35,9
2018-08-30,1,1,0,0,30,5,35,9
2018-08-31,1,1,0,0,31,6,35,9
2018-09-01,1,1,0,0,1,7,35,9
2018-09-02,1,0,0,0,2,1,36,10
2018-09-03,0,0,0,0,3,2,36,10
2018-09-04,0,0,0,0,4,3,36,10
2018-09-05,0,0,0,0,5,4,36,10
2018-09-06,0,1,0,0,6,5,36,10
2018-09-07,0,1,0,0,7,6,36,10
2018-09-08,0,1,0,0,8,7,36,10
2018-09-09,0,0,0,0,9,1,37,11
2018-09-10,0,0,0,0,10,2,37,11
2018-09-11,0,0,0,0,11,3,37,11
2018-09-12,0,0,0,0,12,4,37,11
2018-09-13,0,1,1,1,13,5,37,11
2018-09-14,0,1,0,0,14,6,37,11
2018-09-15,0,1,0,0,15,7,37,11
2018-09-16,0,0,0,0,16,1,38,12
2018-09-17,0,0,0,0,17,2,38,12
2018-09-18,0,0,0,0,18,3,38,12
2018-09-19,0,0,0,0,19,4,38,12
2018-09-20,0,1,0,0,20,5,38,12
2018-09-21,0,1,0,0,21,6,38,12
2018-09-22,0,1,0,0,22,7,38,12
2018-09-23,0,0,0,0,23,1,39,13
2018-09-24,0,0,0,0,24,2,39,13
2018-09-25,1,0,0,0,25,3,39,13
2018-09-26,1,0,0,0,26,4,39,13
2018-09-27,1,1,0,0,27,5,39,13
2018-09-28,1,1,0,0,28,6,39,13
2018-09-29,1,1,0,0,29,7,39,13
2018-09-30,1,0,0,0,30,1,40,14
2018-10-01,1,0,0,0,1,2,40,1
2018-10-02,1,0,0,0,2,3,40,1
2018-10-03,0,0,0,0,3,4,40,1
2018-10-04,0,1,0,0,4,5,40,1
2018-10-05,0,1,0,0,5,6,40,1
2018-10-06,0,1,0,0,6,7,40,1
2018-10-07,0,0,0,0,7,1,41,2
2018-10-08,0,0,0,0,8,2,41,2
2018-10-09,0,0,0,0,9,3,41,2
2018-10-10,0,0,0,0,10,4,41,2
2018-10-11,0,1,0,0,11,5,41,2
2018-10-12,0,1,0,0,12,6,41,2
2018-10-13,0,1,0,0,13,7,41,2
2018-10-14,0,0,0,0,14,1,42,3
2018-10-15,0,0,0,0,15,2,42,3
2018-10-16,0,0,0,0,16,3,42,3
2018-10-17,0,0,0,0,17,4,42,3
2018-10-18,0,1,0,0,18,5,42,3
2018-10-19,0,1,0,0,19,6,42,3
2018-10-20,0,1,0,0,20,7,42,3
2018-10-21,0,0,0,0,21,1,43,4
2018-10-22,0,0,0,0,22,2,43,4
2018-10-23,0,0,0,0,23,3,43,4
2018-10-24,0,0,0,0,24,4,43,4
2018-10-25,1,1,0,0,25,5,43,4
2018-10-26,1,1,0,0,26,6,43,4
2018-10-27,1,1,0,0,27,7,43,4
2018-10-28,1,0,0,0,28,1,44,5
2018-10-29,1,0,0,0,29,2,44,5
2018-10-30,1,0,0,0,30,3,44,5
2018-10-31,1,0,0,1,31,4,44,5
2018-11-01,1,1,0,0,1,5,44,5
2018-11-02,1,1,0,0,2,6,44,5
2018-11-03,0,1,0,0,3,7,44,5
2018-11-04,0,0,0,0,4,1,45,6
2018-11-05,0,0,0,0,5,2,45,6
2018-11-06,0,0,0,0,6,3,45,6
2018-11-07,0,0,0,1,7,4,45,6
2018-11-08,0,1,0,0,8,5,45,6
2018-11-09,0,1,0,0,9,6,45,6
2018-11-10,0,1,0,0,10,7,45,6
2018-11-11,0,0,0,0,11,1,46,7
2018-11-12,0,0,0,0,12,2,46,7
2018-11-13,0,0,0,0,13,3,46,7
2018-11-14,0,0,0,0,14,4,46,7
2018-11-15,0,1,0,0,15,5,46,7
2018-11-16,0,1,0,0,16,6,46,7
2018-11-17,0,1,0,0,17,7,46,7
2018-11-18,0,0,1,1,18,1,47,8
2018-11-19,0,0,0,0,19,2,47,8
2018-11-20,0,0,1,1,20,3,47,8
2018-11-21,0,0,0,0,21,4,47,8
2018-11-22,0,1,0,1,22,5,47,8
2018-11-23,0,1,0,1,23,6,47,8
2018-11-24,0,1,0,0,24,7,47,8
2018-11-25,1,0,0,0,25,1,48,9
2018-11-26,1,0,0,0,26,2,48,9
2018-11-27,1,0,0,0,27,3,48,9
2018-11-28,1,0,0,0,28,4,48,9
2018-11-29,1,1,0,0,29,5,48,9
2018-11-30,1,1,1,1,30,6,48,9
2018-12-01,1,1,0,0,1,7,48,9
2018-12-02,1,0,1,1,2,1,49,10
2018-12-03,0,0,1,1,3,2,49,10
2018-12-04,0,0,0,0,4,3,49,10
